#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ETS1	REL	1858032	1847519	9606.ENSP00000376436	9606.ENSP00000295025	0	0	0	0	0.112	0	0	0.384	0.430
LYN	HBA1	1861765	1850447	9606.ENSP00000428924	9606.ENSP00000322421	0.064	0	0	0	0	0.324	0	0.171	0.430
GLTSCR2	RPS5	1843837	1842374	9606.ENSP00000246802	9606.ENSP00000196551	0	0	0	0	0.430	0	0	0	0.430
FYB	BIN2	1861668	1845911	9606.ENSP00000425845	9606.ENSP00000267012	0	0	0	0	0.430	0	0	0	0.430
TAGLN2	LTA4H	1854730	1843157	9606.ENSP00000357075	9606.ENSP00000228740	0	0	0	0	0.052	0.417	0	0.051	0.430
SH2D1A	CDC42	1855413	1849707	9606.ENSP00000360181	9606.ENSP00000314458	0	0	0	0	0	0.326	0	0.190	0.430
RPSA	TPI1	1853012	1843191	9606.ENSP00000346067	9606.ENSP00000229270	0	0	0	0	0.181	0	0	0.331	0.430
LCK	REL	1852042	1847519	9606.ENSP00000337825	9606.ENSP00000295025	0	0	0	0	0	0.099	0	0.394	0.430
GMFG	ITGB2	1864741	1848511	9606.ENSP00000472249	9606.ENSP00000303242	0	0	0	0	0.397	0	0	0.094	0.430
SOD2	MT-ND4	1854504	1854268	9606.ENSP00000356022	9606.ENSP00000354961	0	0	0	0	0	0	0	0.430	0.430
RHOA	PLAUR	1860210	1852201	9606.ENSP00000400175	9606.ENSP00000339328	0	0	0	0	0.053	0	0	0.423	0.430
LYZ	TPI1	1844877	1843191	9606.ENSP00000261267	9606.ENSP00000229270	0	0	0	0	0	0	0	0.429	0.429
ISG15	EEF1A1	1857024	1851211	9606.ENSP00000368699	9606.ENSP00000330054	0	0	0	0	0.073	0.170	0	0.318	0.429
C1orf162	CLEC4A	1852783	1843201	9606.ENSP00000344218	9606.ENSP00000229332	0	0	0	0	0.429	0	0	0	0.429
RPL23	RBX1	1858184	1842568	9606.ENSP00000377865	9606.ENSP00000216225	0	0	0	0	0.429	0	0	0	0.429
CTSB	IL8	1852546	1848852	9606.ENSP00000342070	9606.ENSP00000306512	0	0	0	0	0.046	0	0	0.427	0.429
TNFSF10	TGFB1	1843591	1842869	9606.ENSP00000241261	9606.ENSP00000221930	0	0	0	0	0	0	0	0.429	0.429
NACA	RPL37A	1862475	1861343	9606.ENSP00000448035	9606.ENSP00000418082	0.056	0	0	0	0.410	0	0	0.056	0.429
JUN	HSPA8	1855436	1843112	9606.ENSP00000360266	9606.ENSP00000227378	0	0	0	0	0.060	0.123	0	0.362	0.429
HNRNPA2B1	SLC2A3	1853084	1842244	9606.ENSP00000346694	9606.ENSP00000075120	0	0	0	0	0.052	0	0	0.423	0.429
RPL37A	EIF5A	1861343	1851909	9606.ENSP00000418082	9606.ENSP00000336702	0	0	0	0	0.339	0	0	0.170	0.429
MS4A7	MARCH1	1848158	1846358	9606.ENSP00000300184	9606.ENSP00000274056	0	0	0	0	0.429	0	0	0	0.429
GIMAP1	IGSF6	1848457	1846016	9606.ENSP00000302833	9606.ENSP00000268389	0	0	0	0	0.429	0	0	0	0.429
ACTR2	MYL12B	1856793	1843461	9606.ENSP00000367220	9606.ENSP00000237500	0	0	0	0	0.085	0.292	0	0.189	0.429
UQCR11	RPL29	1863953	1847471	9606.ENSP00000466420	9606.ENSP00000294189	0	0	0	0	0.429	0	0	0	0.429
PTPRC	IRF8	1854576	1846028	9606.ENSP00000356346	9606.ENSP00000268638	0	0	0	0	0.165	0	0	0.344	0.429
LCP1	SPI1	1849816	1843105	9606.ENSP00000315757	9606.ENSP00000227163	0	0	0	0	0.069	0	0	0.412	0.429
TCL1A	MS4A1	1859012	1849724	9606.ENSP00000385036	9606.ENSP00000314620	0	0	0	0	0.292	0	0	0.227	0.429
RPL7A	HSPA8	1855599	1843112	9606.ENSP00000361076	9606.ENSP00000227378	0.067	0	0	0	0.213	0.052	0	0.275	0.429
EFHD2	ARPC5L	1856414	1844701	9606.ENSP00000365147	9606.ENSP00000259477	0	0	0	0	0.045	0.367	0	0.131	0.429
TRA2B	S100A9	1861254	1854861	9606.ENSP00000416959	9606.ENSP00000357727	0	0	0	0	0	0.429	0	0	0.429
FGR	RHOC	1856028	1846972	9606.ENSP00000363115	9606.ENSP00000285735	0	0	0	0	0.094	0.170	0	0.302	0.429
CD247	IL7R	1854218	1848815	9606.ENSP00000354782	9606.ENSP00000306157	0	0	0	0	0.306	0	0	0.211	0.429
GMFG	MYO1F	1864741	1852870	9606.ENSP00000472249	9606.ENSP00000344871	0	0	0	0	0.413	0	0	0.067	0.429
S100A4	TGFB1	1853036	1842869	9606.ENSP00000346294	9606.ENSP00000221930	0	0	0	0	0	0	0	0.428	0.428
NPM1	GZMM	1847808	1845565	9606.ENSP00000296930	9606.ENSP00000264553	0	0	0	0	0	0.360	0	0.143	0.428
EEF1D	PCBP1	1859610	1848744	9606.ENSP00000391944	9606.ENSP00000305556	0	0	0	0	0.059	0.417	0	0.041	0.428
C14orf2	RPS21	1860305	1852991	9606.ENSP00000401770	9606.ENSP00000345957	0	0	0	0	0.373	0	0	0.124	0.428
MYO1F	RHOG	1852870	1852220	9606.ENSP00000344871	9606.ENSP00000339467	0	0	0	0	0.155	0.292	0	0.120	0.428
CALM2	H3F3B	1846243	1844327	9606.ENSP00000272298	9606.ENSP00000254810	0	0	0	0	0.100	0.054	0	0.382	0.428
SLC25A6	RPL11	1857377	1856140	9606.ENSP00000370808	9606.ENSP00000363676	0	0	0	0	0.428	0	0	0	0.428
IER2	DUSP1	1847355	1843515	9606.ENSP00000292433	9606.ENSP00000239223	0	0	0	0	0.270	0	0	0.249	0.428
PPBP	RPS5	1847664	1842374	9606.ENSP00000296028	9606.ENSP00000196551	0	0	0	0	0	0	0	0.428	0.428
MYC	RPS3A	1856789	1853009	9606.ENSP00000367207	9606.ENSP00000346050	0	0	0	0	0	0	0	0.428	0.428
CTSS	GZMA	1854929	1846373	9606.ENSP00000357981	9606.ENSP00000274306	0.064	0	0	0	0.204	0	0	0.293	0.428
ATP5B	YWHAQ	1845043	1843478	9606.ENSP00000262030	9606.ENSP00000238081	0	0	0	0	0.247	0.189	0	0.136	0.428
HLA-E	FCGRT	1856531	1842838	9606.ENSP00000365817	9606.ENSP00000221466	0	0	0	0.729	0	0.360	0	0.416	0.428
RAC1	GAPDH	1853302	1843185	9606.ENSP00000348461	9606.ENSP00000229239	0	0	0	0	0.135	0	0	0.365	0.428
GCA	S100A12	1859832	1854860	9606.ENSP00000394842	9606.ENSP00000357726	0	0	0	0	0.171	0	0	0.338	0.428
FOS	ANXA5	1848822	1847746	9606.ENSP00000306245	9606.ENSP00000296511	0	0	0	0	0	0	0	0.428	0.428
TSPO	PPIB	1851096	1848121	9606.ENSP00000328973	9606.ENSP00000300026	0	0	0	0	0	0	0	0.428	0.428
SPIB	SERPINA1	1864680	1853254	9606.ENSP00000471921	9606.ENSP00000348068	0	0	0	0	0	0	0	0.428	0.428
EIF1	RPL8	1861420	1845175	9606.ENSP00000419449	9606.ENSP00000262584	0.309	0	0	0	0.122	0.068	0	0.107	0.428
RPL3	GAPDH	1852999	1843185	9606.ENSP00000346001	9606.ENSP00000229239	0.048	0	0	0	0.219	0	0	0.292	0.428
UBC	RPL38	1852861	1849232	9606.ENSP00000344818	9606.ENSP00000309830	0	0	0	0	0.403	0.056	0	0.065	0.428
CTSB	CD68	1852546	1843990	9606.ENSP00000342070	9606.ENSP00000250092	0	0	0	0	0.211	0	0	0.304	0.428
SGK1	PLEK	1854674	1843395	9606.ENSP00000356832	9606.ENSP00000234313	0	0	0	0	0	0	0	0.428	0.428
HNRNPA2B1	ZFP36	1853084	1843925	9606.ENSP00000346694	9606.ENSP00000248673	0	0	0	0	0.057	0.359	0	0.127	0.427
ANXA5	CD63	1847746	1844542	9606.ENSP00000296511	9606.ENSP00000257857	0	0	0	0	0.135	0	0	0.365	0.427
STAT1	PKM	1854113	1850212	9606.ENSP00000354394	9606.ENSP00000320171	0	0	0	0	0	0	0	0.427	0.427
RHOH	TUBA4A	1857435	1843912	9606.ENSP00000371219	9606.ENSP00000248437	0	0	0	0	0.042	0.174	0	0.335	0.427
CRIP1	COTL1	1851474	1845140	9606.ENSP00000332449	9606.ENSP00000262428	0	0	0	0	0.057	0.417	0	0	0.427
RHOG	TUBA4A	1852220	1843912	9606.ENSP00000339467	9606.ENSP00000248437	0	0	0	0	0.042	0.174	0	0.335	0.427
COX7B	ATP5I	1861313	1848800	9606.ENSP00000417656	9606.ENSP00000306003	0	0	0	0	0.318	0	0	0.194	0.427
ATP5O	RPL8	1847220	1845175	9606.ENSP00000290299	9606.ENSP00000262584	0.046	0	0	0	0.363	0	0	0.133	0.427
UBA52	TUBA1A	1859324	1848244	9606.ENSP00000388107	9606.ENSP00000301071	0	0	0	0	0.056	0.104	0	0.377	0.427
CFD	CD36	1851434	1849038	9606.ENSP00000332139	9606.ENSP00000308165	0	0	0	0	0.121	0	0	0.375	0.427
CAST	CTSB	1858336	1852546	9606.ENSP00000379157	9606.ENSP00000342070	0	0	0	0	0	0	0	0.427	0.427
FYN	IL1B	1853081	1845335	9606.ENSP00000346671	9606.ENSP00000263341	0	0	0	0	0.055	0.299	0	0.204	0.427
RHOH	TUBA1B	1857435	1851928	9606.ENSP00000371219	9606.ENSP00000336799	0	0	0	0	0.042	0.174	0	0.335	0.427
CFL1	IQGAP1	1849206	1846003	9606.ENSP00000309629	9606.ENSP00000268182	0	0	0	0	0.052	0.178	0	0.323	0.427
RHOH	TUBA1C	1857435	1848245	9606.ENSP00000371219	9606.ENSP00000301072	0	0	0	0	0.042	0.174	0	0.335	0.427
RPS25	TMA7	1861989	1860029	9606.ENSP00000435096	9606.ENSP00000397843	0	0	0	0	0.427	0	0	0	0.427
GSTP1	RPLP2	1858630	1850446	9606.ENSP00000381607	9606.ENSP00000322419	0	0	0	0	0.426	0	0	0.043	0.427
ANXA5	HSPA8	1847746	1843112	9606.ENSP00000296511	9606.ENSP00000227378	0	0	0	0	0.098	0.042	0	0.389	0.427
STAT1	HSP90B1	1854113	1848102	9606.ENSP00000354394	9606.ENSP00000299767	0	0	0	0	0	0.360	0	0.142	0.427
TMA7	RPS27L	1860029	1851302	9606.ENSP00000397843	9606.ENSP00000331019	0	0	0	0	0.426	0	0	0	0.427
EIF4G2	PABPC1	1852307	1849591	9606.ENSP00000340281	9606.ENSP00000313007	0	0	0	0	0.055	0	0	0.418	0.427
NACA	JUN	1862475	1855436	9606.ENSP00000448035	9606.ENSP00000360266	0	0	0	0	0	0.360	0	0.141	0.427
ACTB	KLF2	1853523	1843893	9606.ENSP00000349960	9606.ENSP00000248071	0	0	0	0	0.074	0.104	0	0.364	0.427
RHOH	TUBA1A	1857435	1848244	9606.ENSP00000371219	9606.ENSP00000301071	0	0	0	0	0.042	0.174	0	0.335	0.427
UBA52	TUBA4A	1859324	1843912	9606.ENSP00000388107	9606.ENSP00000248437	0	0	0	0	0.056	0.104	0	0.377	0.427
RPL12	HSPA8	1854209	1843112	9606.ENSP00000354739	9606.ENSP00000227378	0	0	0	0	0.168	0.052	0	0.331	0.427
GLRX	GAPDH	1843473	1843185	9606.ENSP00000237858	9606.ENSP00000229239	0	0	0	0	0.073	0	0	0.407	0.427
HOPX	TNFSF13B	1862705	1856399	9606.ENSP00000450527	9606.ENSP00000365048	0	0	0	0	0.122	0	0	0.375	0.427
RHOG	TUBA1A	1852220	1848244	9606.ENSP00000339467	9606.ENSP00000301071	0	0	0	0	0.042	0.174	0	0.335	0.427
RHOA	ANXA5	1860210	1847746	9606.ENSP00000400175	9606.ENSP00000296511	0	0	0	0	0.122	0.052	0	0.366	0.427
FYN	PCSK7	1853081	1850782	9606.ENSP00000346671	9606.ENSP00000325917	0	0	0	0	0.147	0.096	0	0.316	0.427
PDIA3	IFNG	1848170	1843180	9606.ENSP00000300289	9606.ENSP00000229135	0	0	0	0	0	0.360	0	0.142	0.427
EVI2B	PLEK	1851627	1843395	9606.ENSP00000333779	9606.ENSP00000234313	0	0	0	0	0.415	0	0	0.061	0.427
UBA52	TUBA1C	1859324	1848245	9606.ENSP00000388107	9606.ENSP00000301072	0	0	0	0	0.056	0.104	0	0.377	0.427
CFL1	EIF4B	1849206	1845052	9606.ENSP00000309629	9606.ENSP00000262056	0	0	0	0	0.055	0.417	0	0.044	0.427
IFI30	TYMP	1858992	1844096	9606.ENSP00000384886	9606.ENSP00000252029	0	0	0	0	0.412	0	0	0.066	0.427
SEPT7	NAP1L1	1858681	1844856	9606.ENSP00000381992	9606.ENSP00000261182	0	0	0	0	0.375	0.067	0	0.095	0.427
RPS15	SOD2	1863987	1854504	9606.ENSP00000467676	9606.ENSP00000356022	0	0	0	0	0.051	0.369	0	0.119	0.426
NUP214	EREG	1853838	1843742	9606.ENSP00000352400	9606.ENSP00000244869	0	0	0	0	0	0	0	0.426	0.426
SLC25A5	RPL8	1855516	1845175	9606.ENSP00000360671	9606.ENSP00000262584	0	0	0	0	0.420	0	0	0.051	0.426
STMN1	EEF1D	1860849	1859610	9606.ENSP00000410452	9606.ENSP00000391944	0	0	0	0	0	0.417	0	0.056	0.426
FLT3LG	CD3E	1864052	1854149	9606.ENSP00000468977	9606.ENSP00000354566	0	0	0	0	0.230	0	0	0.286	0.426
RPL13A	SNRPD2	1857955	1852586	9606.ENSP00000375730	9606.ENSP00000342374	0.053	0	0	0	0.365	0	0	0.121	0.426
C1orf162	SELL	1852783	1843434	9606.ENSP00000344218	9606.ENSP00000236147	0	0	0	0	0.426	0	0	0	0.426
RPL17	TOMM7	1863674	1853686	9606.ENSP00000462023	9606.ENSP00000351214	0	0	0	0	0.425	0	0	0	0.426
RPS7	UQCRH	1852173	1849197	9606.ENSP00000339095	9606.ENSP00000309565	0	0	0	0	0.378	0	0	0.116	0.426
FCGR3A	CD8A	1854695	1846863	9606.ENSP00000356946	9606.ENSP00000283635	0	0	0	0	0.126	0	0	0.370	0.426
FYB	PLEK	1861668	1843395	9606.ENSP00000425845	9606.ENSP00000234313	0	0	0	0	0.312	0	0	0.199	0.426
ATP5B	COX6B1	1845043	1843826	9606.ENSP00000262030	9606.ENSP00000246554	0	0	0	0	0.302	0	0	0.211	0.426
FCGR3A	ITGB1	1854695	1848520	9606.ENSP00000356946	9606.ENSP00000303351	0	0	0	0	0.072	0	0	0.407	0.426
PTPRC	CD37	1854576	1850765	9606.ENSP00000356346	9606.ENSP00000325708	0	0	0	0	0.195	0.094	0	0.277	0.426
NCF2	C1orf162	1854612	1852783	9606.ENSP00000356505	9606.ENSP00000344218	0	0	0	0	0.426	0	0	0	0.426
NCF2	PTPRC	1854612	1854576	9606.ENSP00000356505	9606.ENSP00000356346	0	0	0	0	0.326	0	0	0.184	0.426
ACTB	GPX4	1853523	1853015	9606.ENSP00000349960	9606.ENSP00000346103	0	0	0	0	0	0	0	0.426	0.426
KLRC1	GNLY	1853795	1845427	9606.ENSP00000352064	9606.ENSP00000263863	0	0	0	0	0	0	0	0.427	0.426
CITED2	SPI1	1854641	1843105	9606.ENSP00000356623	9606.ENSP00000227163	0	0	0	0	0	0	0	0.426	0.426
HLA-C	RPL5	1856460	1855221	9606.ENSP00000365402	9606.ENSP00000359345	0	0	0	0	0	0	0	0.426	0.426
TXN	NFKBIA	1856133	1842621	9606.ENSP00000363641	9606.ENSP00000216797	0	0	0	0	0.053	0.191	0	0.311	0.426
SLC7A7	PLBD1	1846977	1843571	9606.ENSP00000285850	9606.ENSP00000240617	0	0	0	0	0.426	0	0	0	0.426
LAT	CD2	1858298	1855033	9606.ENSP00000378845	9606.ENSP00000358490	0	0	0	0	0.135	0	0	0.364	0.426
MYO1F	IGSF6	1852870	1846016	9606.ENSP00000344871	9606.ENSP00000268389	0	0	0	0	0.426	0	0	0	0.426
HBA1	TYMP	1850447	1844096	9606.ENSP00000322421	9606.ENSP00000252029	0	0	0	0	0	0	0	0.427	0.426
EIF1	EEF1A1	1861420	1851211	9606.ENSP00000419449	9606.ENSP00000330054	0	0	0	0	0.054	0	0	0.418	0.426
PTPRC	FOS	1854576	1848822	9606.ENSP00000356346	9606.ENSP00000306245	0	0	0	0	0.111	0	0	0.381	0.426
RPS3	PPIA	1861952	1861418	9606.ENSP00000433821	9606.ENSP00000419425	0	0	0	0	0.327	0.074	0	0.151	0.426
NFKBIZ	TNFAIP3	1850759	1843455	9606.ENSP00000325663	9606.ENSP00000237289	0	0	0	0	0.239	0	0	0.277	0.426
CD48	CD27	1854716	1845882	9606.ENSP00000357025	9606.ENSP00000266557	0	0	0	0	0.166	0	0	0.341	0.426
CALM1	NFKBIA	1853445	1842621	9606.ENSP00000349467	9606.ENSP00000216797	0	0	0	0	0.049	0.194	0	0.310	0.426
MYO1F	ARPC2	1852870	1847604	9606.ENSP00000344871	9606.ENSP00000295685	0	0	0	0	0	0.369	0	0.128	0.426
TNFRSF1B	GAPDH	1856466	1843185	9606.ENSP00000365435	9606.ENSP00000229239	0	0	0	0	0	0.070	0	0.408	0.426
LYN	TRAT1	1861765	1847619	9606.ENSP00000428924	9606.ENSP00000295756	0	0	0	0	0.085	0.360	0	0.099	0.426
UBB	RPL29	1848662	1847471	9606.ENSP00000304697	9606.ENSP00000294189	0	0	0	0	0.361	0	0	0.138	0.425
UBA52	ACTB	1859324	1853523	9606.ENSP00000388107	9606.ENSP00000349960	0	0	0	0	0.053	0.096	0	0.382	0.425
H2AFY	RPL5	1861595	1855221	9606.ENSP00000423563	9606.ENSP00000359345	0	0	0	0	0.066	0	0	0.410	0.425
RPL4	UBB	1849420	1848662	9606.ENSP00000311430	9606.ENSP00000304697	0	0	0	0	0.247	0.169	0	0.156	0.425
CRIP1	CFL1	1851474	1849206	9606.ENSP00000332449	9606.ENSP00000309629	0	0	0	0	0.054	0.417	0	0	0.425
POMP	PSME2	1857291	1842623	9606.ENSP00000370222	9606.ENSP00000216802	0	0	0	0	0.130	0.292	0	0.141	0.425
FCER1G	LY86	1847193	1843258	9606.ENSP00000289902	9606.ENSP00000230568	0	0	0	0	0.401	0	0	0.079	0.425
RPS15	HSPA5	1863987	1850618	9606.ENSP00000467676	9606.ENSP00000324173	0.060	0	0	0	0.243	0.044	0	0.255	0.425
MCL1	NFKBIA	1854935	1842621	9606.ENSP00000358022	9606.ENSP00000216797	0	0	0	0	0.169	0.116	0	0.280	0.425
FAU	HSPA5	1861888	1850618	9606.ENSP00000431822	9606.ENSP00000324173	0	0	0	0	0.070	0.098	0	0.370	0.425
NCF2	SLC7A7	1854612	1846977	9606.ENSP00000356505	9606.ENSP00000285850	0	0	0	0	0.425	0	0	0	0.425
IFI30	LY86	1858992	1843258	9606.ENSP00000384886	9606.ENSP00000230568	0	0	0	0	0.425	0	0	0	0.425
TCL1A	CD79B	1859012	1858043	9606.ENSP00000385036	9606.ENSP00000376544	0	0	0	0	0.316	0	0	0.194	0.425
FLNA	TLN1	1855120	1849837	9606.ENSP00000358866	9606.ENSP00000316029	0	0	0	0	0.059	0.075	0	0.392	0.425
ALDOA	LTA4H	1851945	1843157	9606.ENSP00000336927	9606.ENSP00000228740	0	0	0	0	0	0.424	0	0.041	0.425
CD48	LAPTM5	1854716	1847490	9606.ENSP00000357025	9606.ENSP00000294507	0	0	0	0	0.423	0	0	0.045	0.425
FOSB	RGS2	1843783	1843426	9606.ENSP00000245919	9606.ENSP00000235382	0	0	0	0	0.122	0	0	0.372	0.425
ATP5O	RPL30	1847220	1847048	9606.ENSP00000290299	9606.ENSP00000287038	0	0	0	0	0.424	0	0	0.041	0.425
RPL23A	UBC	1859401	1852861	9606.ENSP00000389103	9606.ENSP00000344818	0	0	0	0	0.396	0	0	0.087	0.425
ACTR2	IQGAP1	1856793	1846003	9606.ENSP00000367220	9606.ENSP00000268182	0	0	0	0	0.122	0.254	0	0.192	0.425
PTPRC	CD14	1854576	1848617	9606.ENSP00000356346	9606.ENSP00000304236	0	0	0	0	0.106	0	0	0.383	0.425
KLRF1	GZMB	1846637	1842586	9606.ENSP00000279544	9606.ENSP00000216341	0	0	0	0	0.175	0.102	0	0.287	0.425
UBA52	TUBB1	1859324	1842641	9606.ENSP00000388107	9606.ENSP00000217133	0	0	0	0	0.054	0.104	0	0.377	0.425
CFL1	DYNLL1	1849206	1843632	9606.ENSP00000309629	9606.ENSP00000242577	0	0	0	0	0.054	0.417	0	0	0.425
TUBB	H2AFZ	1852162	1847723	9606.ENSP00000339001	9606.ENSP00000296417	0	0	0	0	0.074	0.061	0	0.391	0.424
RPL3	LDHB	1852999	1843197	9606.ENSP00000346001	9606.ENSP00000229319	0	0	0	0	0.259	0	0	0.253	0.424
SOCS3	JUNB	1851244	1848518	9606.ENSP00000330341	9606.ENSP00000303315	0	0	0	0	0.319	0	0	0.189	0.424
RPL9	SNRPD2	1853003	1852586	9606.ENSP00000346022	9606.ENSP00000342374	0	0	0	0	0.389	0	0	0.095	0.424
CD44	ZEB2	1860096	1848412	9606.ENSP00000398632	9606.ENSP00000302501	0	0	0	0	0.068	0	0	0.408	0.424
PLEK	ACAP1	1843395	1842270	9606.ENSP00000234313	9606.ENSP00000158762	0	0	0	0	0	0	0	0.425	0.424
SET	ENO1	1855735	1843405	9606.ENSP00000361777	9606.ENSP00000234590	0	0	0	0	0.089	0.172	0	0.297	0.424
IL2RG	ZEB2	1856061	1848412	9606.ENSP00000363318	9606.ENSP00000302501	0	0	0	0	0	0	0	0.424	0.424
RPL39	UBB	1854349	1848662	9606.ENSP00000355315	9606.ENSP00000304697	0	0	0	0	0.383	0.065	0	0.081	0.424
CD69	TGFB1	1843140	1842869	9606.ENSP00000228434	9606.ENSP00000221930	0	0	0	0	0	0	0	0.425	0.424
MT-ND5	TYMP	1854223	1844096	9606.ENSP00000354813	9606.ENSP00000252029	0	0	0	0	0	0	0	0.424	0.424
MYADM	NPM1	1851973	1847808	9606.ENSP00000337222	9606.ENSP00000296930	0	0	0	0	0	0	0	0.424	0.424
MYC	YBX1	1856789	1855704	9606.ENSP00000367207	9606.ENSP00000361626	0	0	0	0	0	0.095	0	0.390	0.424
FGR	PPP1CA	1856028	1850792	9606.ENSP00000363115	9606.ENSP00000326031	0	0	0	0	0.054	0	0	0.416	0.424
CRIP1	LGALS3	1851474	1844285	9606.ENSP00000332449	9606.ENSP00000254301	0	0	0	0	0.053	0.417	0	0	0.424
REL	TGFB1	1847519	1842869	9606.ENSP00000295025	9606.ENSP00000221930	0	0	0	0	0.053	0	0	0.417	0.424
AMICA1	GIMAP7	1853325	1849788	9606.ENSP00000348635	9606.ENSP00000315474	0	0	0	0	0.424	0	0	0	0.424
CRIP1	LGALS1	1851474	1842521	9606.ENSP00000332449	9606.ENSP00000215909	0	0	0	0	0.053	0.417	0	0	0.424
GPR183	IRF7	1856496	1851145	9606.ENSP00000365596	9606.ENSP00000329411	0	0	0	0	0	0	0	0.424	0.424
CD48	ARHGEF1	1854716	1851978	9606.ENSP00000357025	9606.ENSP00000337261	0	0	0	0	0	0	0	0.424	0.424
PLAUR	CDC42	1852201	1849707	9606.ENSP00000339328	9606.ENSP00000314458	0	0	0	0	0	0	0	0.424	0.424
FGR	PLAUR	1856028	1852201	9606.ENSP00000363115	9606.ENSP00000339328	0	0	0	0	0.086	0.325	0	0.141	0.424
ITM2B	PCSK7	1856892	1850782	9606.ENSP00000367828	9606.ENSP00000325917	0	0	0	0	0	0	0	0.424	0.424
KLRD1	KLRB1	1852074	1843207	9606.ENSP00000338130	9606.ENSP00000229402	0	0	0	0.702	0.251	0	0	0.788	0.424
RPL10A	NPM1	1856010	1847808	9606.ENSP00000363018	9606.ENSP00000296930	0	0	0	0	0.248	0.200	0	0.117	0.424
ITGB2	SLC7A7	1848511	1846977	9606.ENSP00000303242	9606.ENSP00000285850	0	0	0	0	0.424	0	0	0	0.424
TCF4	EGR1	1853052	1843543	9606.ENSP00000346440	9606.ENSP00000239938	0	0	0	0	0	0.338	0	0.166	0.424
TRAF3IP3	MSN	1854498	1853976	9606.ENSP00000355991	9606.ENSP00000353408	0	0	0	0	0	0	0	0.425	0.424
CALR	ANXA5	1850288	1847746	9606.ENSP00000320866	9606.ENSP00000296511	0	0	0	0	0.052	0.054	0	0.409	0.424
S100A8	GADD45B	1854859	1842495	9606.ENSP00000357721	9606.ENSP00000215631	0	0	0	0	0	0	0	0.424	0.424
PRF1	SRGN	1849900	1843628	9606.ENSP00000316746	9606.ENSP00000242465	0	0	0	0	0	0.360	0	0.137	0.424
EEF1D	RPL34	1859610	1858216	9606.ENSP00000391944	9606.ENSP00000378160	0	0	0	0	0.394	0	0	0.088	0.424
MT-ND4	TYMP	1854268	1844096	9606.ENSP00000354961	9606.ENSP00000252029	0	0	0	0	0	0	0	0.424	0.424
RPS3A	LDHB	1853009	1843197	9606.ENSP00000346050	9606.ENSP00000229319	0	0	0	0	0.284	0.197	0	0.079	0.424
CYBB	CTSS	1856898	1854929	9606.ENSP00000367851	9606.ENSP00000357981	0	0	0	0	0.259	0	0	0.255	0.424
YWHAZ	HSPA8	1849183	1843112	9606.ENSP00000309503	9606.ENSP00000227378	0	0	0	0	0.110	0.157	0	0.293	0.424
TNFSF13B	SPN	1856399	1853958	9606.ENSP00000365048	9606.ENSP00000353238	0	0	0	0	0	0	0	0.424	0.424
PPT1	VAMP2	1859833	1849692	9606.ENSP00000394863	9606.ENSP00000314214	0	0	0	0	0	0	0	0.425	0.424
HLA-C	CD74	1856460	1842160	9606.ENSP00000365402	9606.ENSP00000009530	0	0	0	0	0.054	0	0.360	0.126	0.424
CALM1	YWHAZ	1853445	1849183	9606.ENSP00000349467	9606.ENSP00000309503	0	0	0	0	0.115	0.161	0	0.285	0.424
HSPA5	ATP5B	1850618	1845043	9606.ENSP00000324173	9606.ENSP00000262030	0	0	0	0	0.069	0.046	0	0.403	0.423
CFD	DUSP2	1851434	1847145	9606.ENSP00000332139	9606.ENSP00000288943	0	0	0	0	0.052	0	0	0.416	0.423
FGR	SPI1	1856028	1843105	9606.ENSP00000363115	9606.ENSP00000227163	0	0	0	0	0.294	0	0	0.215	0.423
RPL17	ATP6V0B	1863674	1861883	9606.ENSP00000462023	9606.ENSP00000431605	0.048	0	0	0	0.365	0	0	0.123	0.423
HLA-B	CD74	1860141	1842160	9606.ENSP00000399168	9606.ENSP00000009530	0	0	0	0	0.054	0	0.360	0.125	0.423
IL8	SPI1	1848852	1843105	9606.ENSP00000306512	9606.ENSP00000227163	0	0	0	0	0.067	0	0	0.407	0.423
CASP1	TNFRSF1B	1860827	1856466	9606.ENSP00000410076	9606.ENSP00000365435	0	0	0	0	0.115	0	0	0.375	0.423
LCP1	IQGAP1	1849816	1846003	9606.ENSP00000315757	9606.ENSP00000268182	0	0	0	0	0	0.175	0	0.330	0.423
PTMA	UQCRH	1852830	1849197	9606.ENSP00000344547	9606.ENSP00000309565	0	0	0	0	0.421	0	0	0.045	0.423
MS4A6A	GZMA	1849824	1846373	9606.ENSP00000315878	9606.ENSP00000274306	0	0	0	0	0.413	0	0	0.058	0.423
ACTR2	MYL12A	1856793	1842673	9606.ENSP00000367220	9606.ENSP00000217652	0	0	0	0	0.085	0.292	0	0.181	0.423
MYC	FOSB	1856789	1843783	9606.ENSP00000367207	9606.ENSP00000245919	0	0	0	0	0.056	0	0	0.414	0.423
TYROBP	NKG7	1845185	1842874	9606.ENSP00000262629	9606.ENSP00000221978	0	0	0	0	0.403	0	0	0.074	0.423
RPL37A	COX7C	1861343	1843871	9606.ENSP00000418082	9606.ENSP00000247655	0	0	0	0	0.400	0	0	0.077	0.423
